sample_id,true_label,predicted_label,ai_probability,raw_label,raw_score,correct
73,1,1,0.9951646327972412,ChatGPT,0.9951646327972412,True
74,1,0,0.0005317330360412598,Human,0.9994682669639587,False
75,1,1,0.9963340759277344,ChatGPT,0.9963340759277344,True
76,1,1,0.9897408485412598,ChatGPT,0.9897408485412598,True
77,1,1,0.587108850479126,ChatGPT,0.587108850479126,True
78,1,1,0.9982088804244995,ChatGPT,0.9982088804244995,True
79,1,1,0.9992361068725586,ChatGPT,0.9992361068725586,True
80,1,0,0.0004087090492248535,Human,0.9995912909507751,False
81,1,1,0.9926163554191589,ChatGPT,0.9926163554191589,True
82,1,1,0.9896119236946106,ChatGPT,0.9896119236946106,True
83,1,1,0.9991594552993774,ChatGPT,0.9991594552993774,True
84,1,1,0.9911805987358093,ChatGPT,0.9911805987358093,True
85,1,1,0.9948030114173889,ChatGPT,0.9948030114173889,True
86,1,0,0.013169825077056885,Human,0.9868301749229431,False
87,1,0,0.14579248428344727,Human,0.8542075157165527,False
88,1,1,0.908526599407196,ChatGPT,0.908526599407196,True
89,1,0,0.004974782466888428,Human,0.9950252175331116,False
90,1,1,0.9972869157791138,ChatGPT,0.9972869157791138,True
91,1,0,0.0010170340538024902,Human,0.9989829659461975,False
92,1,0,0.26195186376571655,Human,0.7380481362342834,False
93,1,1,0.9992355108261108,ChatGPT,0.9992355108261108,True
94,1,1,0.9766830801963806,ChatGPT,0.9766830801963806,True
95,1,0,0.000890195369720459,Human,0.9991098046302795,False
96,1,1,0.9083585739135742,ChatGPT,0.9083585739135742,True
97,1,1,0.975338339805603,ChatGPT,0.975338339805603,True
98,1,0,0.19490355253219604,Human,0.805096447467804,False
99,1,0,0.07156479358673096,Human,0.928435206413269,False
100,1,1,0.948418915271759,ChatGPT,0.948418915271759,True
101,1,0,0.00516355037689209,Human,0.9948364496231079,False
102,1,0,0.03328472375869751,Human,0.9667152762413025,False
103,1,1,0.9702242016792297,ChatGPT,0.9702242016792297,True
104,1,1,0.9913718700408936,ChatGPT,0.9913718700408936,True
105,1,1,0.991654634475708,ChatGPT,0.991654634475708,True
106,1,0,0.0003224611282348633,Human,0.9996775388717651,False
107,1,0,0.0004375576972961426,Human,0.9995624423027039,False
108,1,0,0.4712110161781311,Human,0.5287889838218689,False
109,1,0,0.029390156269073486,Human,0.9706098437309265,False
110,1,1,0.9966570138931274,ChatGPT,0.9966570138931274,True
111,1,1,0.9761695861816406,ChatGPT,0.9761695861816406,True
112,1,1,0.9945470094680786,ChatGPT,0.9945470094680786,True
113,1,1,0.9855433702468872,ChatGPT,0.9855433702468872,True
114,1,1,0.9809973239898682,ChatGPT,0.9809973239898682,True
115,1,1,0.9954485297203064,ChatGPT,0.9954485297203064,True
116,1,1,0.9808189272880554,ChatGPT,0.9808189272880554,True
117,1,1,0.9949038028717041,ChatGPT,0.9949038028717041,True
118,1,1,0.9806362986564636,ChatGPT,0.9806362986564636,True
119,1,0,0.13516944646835327,Human,0.8648305535316467,False
120,1,1,0.9586217999458313,ChatGPT,0.9586217999458313,True
121,1,1,0.9990664124488831,ChatGPT,0.9990664124488831,True
122,1,1,0.9937949180603027,ChatGPT,0.9937949180603027,True
123,1,1,0.9371837377548218,ChatGPT,0.9371837377548218,True
124,1,1,0.9986703395843506,ChatGPT,0.9986703395843506,True
125,1,1,0.9991971850395203,ChatGPT,0.9991971850395203,True
126,1,1,0.9919769167900085,ChatGPT,0.9919769167900085,True
127,1,0,0.204151451587677,Human,0.795848548412323,False
128,1,0,0.21820563077926636,Human,0.7817943692207336,False
129,1,1,0.9944971203804016,ChatGPT,0.9944971203804016,True
130,1,1,0.9965026378631592,ChatGPT,0.9965026378631592,True
131,1,1,0.9955655932426453,ChatGPT,0.9955655932426453,True
132,1,1,0.9938275218009949,ChatGPT,0.9938275218009949,True
133,1,0,0.27354782819747925,Human,0.7264521718025208,False
134,1,1,0.9794037938117981,ChatGPT,0.9794037938117981,True
135,1,1,0.9966378211975098,ChatGPT,0.9966378211975098,True
136,1,1,0.9193099737167358,ChatGPT,0.9193099737167358,True
137,1,0,0.39341771602630615,Human,0.6065822839736938,False
138,1,0,0.3259264826774597,Human,0.6740735173225403,False
139,1,1,0.9611876010894775,ChatGPT,0.9611876010894775,True
140,1,1,0.7777918577194214,ChatGPT,0.7777918577194214,True
141,1,1,0.9454622268676758,ChatGPT,0.9454622268676758,True
142,1,1,0.9985139966011047,ChatGPT,0.9985139966011047,True
143,1,1,0.9977703094482422,ChatGPT,0.9977703094482422,True
144,1,1,0.9852288365364075,ChatGPT,0.9852288365364075,True
145,1,1,0.990050196647644,ChatGPT,0.990050196647644,True
146,1,1,0.8911726474761963,ChatGPT,0.8911726474761963,True
147,1,0,0.003875434398651123,Human,0.9961245656013489,False
148,1,1,0.9991258978843689,ChatGPT,0.9991258978843689,True
149,1,1,0.8641868233680725,ChatGPT,0.8641868233680725,True
150,1,0,0.3942934274673462,Human,0.6057065725326538,False
151,1,1,0.9987432360649109,ChatGPT,0.9987432360649109,True
152,1,0,0.002988576889038086,Human,0.9970114231109619,False
153,1,0,0.0010672211647033691,Human,0.9989327788352966,False
154,1,1,0.999189555644989,ChatGPT,0.999189555644989,True
155,1,1,0.9979329109191895,ChatGPT,0.9979329109191895,True
156,1,0,0.25693416595458984,Human,0.7430658340454102,False
157,1,0,0.3378109931945801,Human,0.6621890068054199,False
158,1,1,0.9946006536483765,ChatGPT,0.9946006536483765,True
159,1,1,0.9990235567092896,ChatGPT,0.9990235567092896,True
160,1,1,0.959443986415863,ChatGPT,0.959443986415863,True
161,1,1,0.9976359605789185,ChatGPT,0.9976359605789185,True
162,1,1,0.9974839687347412,ChatGPT,0.9974839687347412,True
163,1,0,0.1373499631881714,Human,0.8626500368118286,False
164,1,1,0.8698070645332336,ChatGPT,0.8698070645332336,True
165,1,1,0.9094971418380737,ChatGPT,0.9094971418380737,True
166,1,1,0.9982886910438538,ChatGPT,0.9982886910438538,True
167,1,0,0.0005040168762207031,Human,0.9994959831237793,False
168,1,1,0.9968975782394409,ChatGPT,0.9968975782394409,True
169,1,1,0.988138735294342,ChatGPT,0.988138735294342,True
170,1,0,0.2099902629852295,Human,0.7900097370147705,False
171,1,0,0.008012533187866211,Human,0.9919874668121338,False
172,1,0,0.0004375576972961426,Human,0.9995624423027039,False
173,1,1,0.9985058307647705,ChatGPT,0.9985058307647705,True
174,1,1,0.9839171171188354,ChatGPT,0.9839171171188354,True
175,1,1,0.980732262134552,ChatGPT,0.980732262134552,True
176,1,1,0.8600583076477051,ChatGPT,0.8600583076477051,True
177,1,0,0.013017535209655762,Human,0.9869824647903442,False
178,1,1,0.9776820540428162,ChatGPT,0.9776820540428162,True
179,1,1,0.974626898765564,ChatGPT,0.974626898765564,True
180,1,1,0.9780958890914917,ChatGPT,0.9780958890914917,True
181,1,1,0.9929236173629761,ChatGPT,0.9929236173629761,True
182,1,0,0.0011314153671264648,Human,0.9988685846328735,False
183,1,1,0.9992081522941589,ChatGPT,0.9992081522941589,True
184,1,1,0.9928295016288757,ChatGPT,0.9928295016288757,True
185,1,1,0.9971724152565002,ChatGPT,0.9971724152565002,True
186,1,1,0.9907208681106567,ChatGPT,0.9907208681106567,True
187,1,1,0.9991605281829834,ChatGPT,0.9991605281829834,True
188,1,1,0.9987093210220337,ChatGPT,0.9987093210220337,True
189,1,0,0.0004063248634338379,Human,0.9995936751365662,False
190,1,0,0.002314448356628418,Human,0.9976855516433716,False
191,1,1,0.5320371985435486,ChatGPT,0.5320371985435486,True
192,1,0,0.4033275246620178,Human,0.5966724753379822,False
193,1,0,0.0018887519836425781,Human,0.9981112480163574,False
194,1,1,0.9910436868667603,ChatGPT,0.9910436868667603,True
195,1,1,0.9975005984306335,ChatGPT,0.9975005984306335,True
196,1,0,0.2962018847465515,Human,0.7037981152534485,False
197,1,1,0.9606714248657227,ChatGPT,0.9606714248657227,True
198,1,1,0.9970406889915466,ChatGPT,0.9970406889915466,True
199,1,1,0.9609130024909973,ChatGPT,0.9609130024909973,True
200,1,1,0.9951360821723938,ChatGPT,0.9951360821723938,True
201,1,1,0.9714540839195251,ChatGPT,0.9714540839195251,True
202,1,0,0.0005668997764587402,Human,0.9994331002235413,False
203,1,1,0.9989607334136963,ChatGPT,0.9989607334136963,True
204,1,1,0.9739090800285339,ChatGPT,0.9739090800285339,True
205,1,1,0.9992221593856812,ChatGPT,0.9992221593856812,True
206,1,1,0.998805046081543,ChatGPT,0.998805046081543,True
207,1,1,0.9743291735649109,ChatGPT,0.9743291735649109,True
208,1,1,0.984764814376831,ChatGPT,0.984764814376831,True
209,1,0,0.011750102043151855,Human,0.9882498979568481,False
210,1,1,0.998296320438385,ChatGPT,0.998296320438385,True
211,1,1,0.998794436454773,ChatGPT,0.998794436454773,True
212,1,1,0.9872710108757019,ChatGPT,0.9872710108757019,True
213,1,0,0.00046515464782714844,Human,0.9995348453521729,False
214,1,0,0.0009906291961669922,Human,0.999009370803833,False
215,1,0,0.00041979551315307617,Human,0.9995802044868469,False
216,1,1,0.9991138577461243,ChatGPT,0.9991138577461243,True
217,1,1,0.952403724193573,ChatGPT,0.952403724193573,True
218,1,1,0.9927268028259277,ChatGPT,0.9927268028259277,True
219,1,0,0.00112992525100708,Human,0.9988700747489929,False
220,1,1,0.9988686442375183,ChatGPT,0.9988686442375183,True
221,1,1,0.980331540107727,ChatGPT,0.980331540107727,True
222,1,1,0.9964488744735718,ChatGPT,0.9964488744735718,True
223,1,1,0.9971724152565002,ChatGPT,0.9971724152565002,True
224,1,0,0.00034546852111816406,Human,0.9996545314788818,False
225,1,0,0.0005948543548583984,Human,0.9994051456451416,False
226,1,1,0.9524604678153992,ChatGPT,0.9524604678153992,True
227,1,1,0.8972465991973877,ChatGPT,0.8972465991973877,True
228,1,1,0.5068129301071167,ChatGPT,0.5068129301071167,True
229,1,1,0.9897258877754211,ChatGPT,0.9897258877754211,True
230,1,0,0.0003777742385864258,Human,0.9996222257614136,False
231,1,1,0.9653991460800171,ChatGPT,0.9653991460800171,True
232,1,1,0.9990047812461853,ChatGPT,0.9990047812461853,True
233,1,1,0.9708806872367859,ChatGPT,0.9708806872367859,True
234,1,1,0.9548697471618652,ChatGPT,0.9548697471618652,True
235,1,1,0.9890744090080261,ChatGPT,0.9890744090080261,True
236,1,1,0.9864615797996521,ChatGPT,0.9864615797996521,True
237,1,1,0.998860239982605,ChatGPT,0.998860239982605,True
238,1,1,0.913816511631012,ChatGPT,0.913816511631012,True
239,1,1,0.9980601668357849,ChatGPT,0.9980601668357849,True
240,1,1,0.9599056839942932,ChatGPT,0.9599056839942932,True
241,1,0,0.11915123462677002,Human,0.88084876537323,False
242,1,0,0.0011671185493469238,Human,0.9988328814506531,False
243,1,1,0.9990148544311523,ChatGPT,0.9990148544311523,True
244,1,0,0.0010697245597839355,Human,0.9989302754402161,False
245,1,1,0.998170018196106,ChatGPT,0.998170018196106,True
246,1,1,0.9927237629890442,ChatGPT,0.9927237629890442,True
247,1,1,0.9396287202835083,ChatGPT,0.9396287202835083,True
248,1,1,0.9769480228424072,ChatGPT,0.9769480228424072,True
249,1,1,0.9976881742477417,ChatGPT,0.9976881742477417,True
250,1,1,0.9989644289016724,ChatGPT,0.9989644289016724,True
251,1,0,0.00038492679595947266,Human,0.9996150732040405,False
252,1,1,0.9865854978561401,ChatGPT,0.9865854978561401,True
253,1,0,0.00048065185546875,Human,0.9995193481445312,False
254,1,0,0.3863871097564697,Human,0.6136128902435303,False
255,1,0,0.03139638900756836,Human,0.9686036109924316,False
256,1,1,0.9983843564987183,ChatGPT,0.9983843564987183,True
257,1,1,0.9880998134613037,ChatGPT,0.9880998134613037,True
258,1,0,0.0005986690521240234,Human,0.999401330947876,False
259,1,0,0.42073947191238403,Human,0.579260528087616,False
260,1,1,0.9664584398269653,ChatGPT,0.9664584398269653,True
261,1,1,0.919463038444519,ChatGPT,0.919463038444519,True
262,1,0,0.0010271072387695312,Human,0.9989728927612305,False
263,1,0,0.00024777650833129883,Human,0.9997522234916687,False
264,1,1,0.9974315762519836,ChatGPT,0.9974315762519836,True
265,1,0,0.2445058822631836,Human,0.7554941177368164,False
266,1,1,0.9955507516860962,ChatGPT,0.9955507516860962,True
267,1,0,0.0012306571006774902,Human,0.9987693428993225,False
268,1,1,0.9891101717948914,ChatGPT,0.9891101717948914,True
269,1,0,0.04875427484512329,Human,0.9512457251548767,False
270,1,1,0.7979782223701477,ChatGPT,0.7979782223701477,True
271,1,1,0.9959371089935303,ChatGPT,0.9959371089935303,True
272,1,0,0.00033283233642578125,Human,0.9996671676635742,False
273,1,0,0.15167373418807983,Human,0.8483262658119202,False
274,1,1,0.9897775053977966,ChatGPT,0.9897775053977966,True
275,1,1,0.9983030557632446,ChatGPT,0.9983030557632446,True
276,1,1,0.970005452632904,ChatGPT,0.970005452632904,True
277,1,1,0.9488964676856995,ChatGPT,0.9488964676856995,True
278,1,1,0.997560977935791,ChatGPT,0.997560977935791,True
279,1,1,0.9978159666061401,ChatGPT,0.9978159666061401,True
280,1,1,0.9991499185562134,ChatGPT,0.9991499185562134,True
281,1,1,0.9991312623023987,ChatGPT,0.9991312623023987,True
282,1,1,0.9991979002952576,ChatGPT,0.9991979002952576,True
283,1,1,0.9986355900764465,ChatGPT,0.9986355900764465,True
284,1,1,0.9867820739746094,ChatGPT,0.9867820739746094,True
285,1,1,0.9166689515113831,ChatGPT,0.9166689515113831,True
286,1,1,0.9929954409599304,ChatGPT,0.9929954409599304,True
287,1,1,0.7869580984115601,ChatGPT,0.7869580984115601,True
288,1,1,0.9991211295127869,ChatGPT,0.9991211295127869,True
289,1,1,0.8947545289993286,ChatGPT,0.8947545289993286,True
290,1,1,0.9975293278694153,ChatGPT,0.9975293278694153,True
291,1,0,0.0017527341842651367,Human,0.9982472658157349,False
292,1,0,0.3527612090110779,Human,0.6472387909889221,False
293,1,0,0.4169447422027588,Human,0.5830552577972412,False
294,1,0,0.023632586002349854,Human,0.9763674139976501,False
295,1,0,0.348261296749115,Human,0.651738703250885,False
296,1,0,0.00043469667434692383,Human,0.9995653033256531,False
297,1,1,0.9320616722106934,ChatGPT,0.9320616722106934,True
298,1,0,0.3208163380622864,Human,0.6791836619377136,False
299,1,0,0.17931288480758667,Human,0.8206871151924133,False
300,1,0,0.01285487413406372,Human,0.9871451258659363,False
301,1,0,0.359230637550354,Human,0.640769362449646,False
302,1,0,0.006463766098022461,Human,0.9935362339019775,False
303,1,0,0.0008407831192016602,Human,0.9991592168807983,False
304,1,0,0.0010286569595336914,Human,0.9989713430404663,False
305,1,0,0.012060761451721191,Human,0.9879392385482788,False
306,1,0,0.0062958598136901855,Human,0.9937041401863098,False
307,1,0,0.0003552436828613281,Human,0.9996447563171387,False
308,1,0,0.011983513832092285,Human,0.9880164861679077,False
309,1,0,0.0017844438552856445,Human,0.9982155561447144,False
310,1,0,0.10899388790130615,Human,0.8910061120986938,False
311,1,0,0.0012398958206176758,Human,0.9987601041793823,False
312,1,0,0.018908023834228516,Human,0.9810919761657715,False
313,1,0,0.00031197071075439453,Human,0.9996880292892456,False
314,1,0,0.0020761489868164062,Human,0.9979238510131836,False
315,1,0,0.051523566246032715,Human,0.9484764337539673,False
316,1,0,0.23144322633743286,Human,0.7685567736625671,False
317,1,0,0.0155867338180542,Human,0.9844132661819458,False
318,1,0,0.0009055137634277344,Human,0.9990944862365723,False
319,1,0,0.051837921142578125,Human,0.9481620788574219,False
320,1,0,0.001951456069946289,Human,0.9980485439300537,False
321,1,0,0.010369479656219482,Human,0.9896305203437805,False
322,1,0,0.01670539379119873,Human,0.9832946062088013,False
323,1,1,0.6961785554885864,ChatGPT,0.6961785554885864,True
324,1,0,0.08623313903808594,Human,0.9137668609619141,False
325,1,0,0.0006804466247558594,Human,0.9993195533752441,False
326,1,0,0.022907376289367676,Human,0.9770926237106323,False
327,1,1,0.9758836627006531,ChatGPT,0.9758836627006531,True
328,1,0,0.00043123960494995117,Human,0.99956876039505,False
329,1,0,0.03302967548370361,Human,0.9669703245162964,False
330,1,0,0.0005689263343811035,Human,0.9994310736656189,False
331,1,0,0.026031017303466797,Human,0.9739689826965332,False
332,1,0,0.015061259269714355,Human,0.9849387407302856,False
333,1,0,0.004342436790466309,Human,0.9956575632095337,False
334,1,0,0.04557621479034424,Human,0.9544237852096558,False
335,1,0,0.003120899200439453,Human,0.9968791007995605,False
336,1,0,0.00040286779403686523,Human,0.9995971322059631,False
337,1,0,0.16678351163864136,Human,0.8332164883613586,False
338,1,0,0.39773380756378174,Human,0.6022661924362183,False
339,1,0,0.1063118577003479,Human,0.8936881422996521,False
340,1,0,0.20729821920394897,Human,0.792701780796051,False
341,1,0,0.10264801979064941,Human,0.8973519802093506,False
342,1,0,0.012033283710479736,Human,0.9879667162895203,False
343,1,0,0.3309825658798218,Human,0.6690174341201782,False
344,1,0,0.07512205839157104,Human,0.924877941608429,False
345,1,0,0.034330129623413086,Human,0.9656698703765869,False
346,1,0,0.017802715301513672,Human,0.9821972846984863,False
347,1,0,0.140730619430542,Human,0.859269380569458,False
348,1,0,0.41359078884124756,Human,0.5864092111587524,False
349,1,0,0.0011162161827087402,Human,0.9988837838172913,False
350,1,0,0.0018715262413024902,Human,0.9981284737586975,False
351,1,0,0.010568618774414062,Human,0.9894313812255859,False
352,1,0,0.29975324869155884,Human,0.7002467513084412,False
353,1,0,0.028104722499847412,Human,0.9718952775001526,False
354,1,1,0.8879023194313049,ChatGPT,0.8879023194313049,True
355,1,0,0.3814272880554199,Human,0.6185727119445801,False
356,1,0,0.11301088333129883,Human,0.8869891166687012,False
357,1,0,0.0005972385406494141,Human,0.9994027614593506,False
358,1,0,0.293265700340271,Human,0.706734299659729,False
359,1,0,0.2745739221572876,Human,0.7254260778427124,False
360,1,0,0.287168025970459,Human,0.712831974029541,False
361,1,0,0.009298443794250488,Human,0.9907015562057495,False
362,1,0,0.02254009246826172,Human,0.9774599075317383,False
363,1,0,0.00035011768341064453,Human,0.9996498823165894,False
364,1,0,0.3490450382232666,Human,0.6509549617767334,False
365,1,0,0.02073216438293457,Human,0.9792678356170654,False
366,1,0,0.006241917610168457,Human,0.9937580823898315,False
367,1,0,0.27188318967819214,Human,0.7281168103218079,False
368,1,0,0.0013584494590759277,Human,0.9986415505409241,False
369,1,0,0.25956130027770996,Human,0.74043869972229,False
370,1,0,0.10346341133117676,Human,0.8965365886688232,False
371,1,0,0.008180737495422363,Human,0.9918192625045776,False
372,1,0,0.0010259151458740234,Human,0.998974084854126,False
373,1,0,0.001031637191772461,Human,0.9989683628082275,False
374,1,0,0.0015436410903930664,Human,0.9984563589096069,False
375,1,0,0.0016404986381530762,Human,0.9983595013618469,False
376,1,0,0.014435827732086182,Human,0.9855641722679138,False
377,1,0,0.2620254158973694,Human,0.7379745841026306,False
378,1,0,0.00916200876235962,Human,0.9908379912376404,False
379,1,0,0.006531834602355957,Human,0.993468165397644,False
380,1,0,0.25480157136917114,Human,0.7451984286308289,False
381,1,0,0.2008463740348816,Human,0.7991536259651184,False
382,1,0,0.09062588214874268,Human,0.9093741178512573,False
383,1,0,0.0062937140464782715,Human,0.9937062859535217,False
384,1,0,0.015968263149261475,Human,0.9840317368507385,False
385,1,0,0.001761794090270996,Human,0.998238205909729,False
386,1,0,0.1929989457130432,Human,0.8070010542869568,False
387,1,0,0.004809856414794922,Human,0.9951901435852051,False
388,1,0,0.12467509508132935,Human,0.8753249049186707,False
389,1,0,0.0033666491508483887,Human,0.9966333508491516,False
390,1,0,0.040803492069244385,Human,0.9591965079307556,False
391,1,1,0.7957741022109985,ChatGPT,0.7957741022109985,True
392,1,0,0.0032976269721984863,Human,0.9967023730278015,False
393,1,0,0.00036466121673583984,Human,0.9996353387832642,False
394,1,0,0.002086341381072998,Human,0.997913658618927,False
395,1,1,0.8903541564941406,ChatGPT,0.8903541564941406,True
396,1,0,0.015493452548980713,Human,0.9845065474510193,False
397,1,0,0.007602989673614502,Human,0.9923970103263855,False
398,1,0,0.22903788089752197,Human,0.770962119102478,False
399,1,0,0.0005922317504882812,Human,0.9994077682495117,False
400,1,0,0.014749586582183838,Human,0.9852504134178162,False
401,1,0,0.004771590232849121,Human,0.9952284097671509,False
402,1,0,0.009084165096282959,Human,0.990915834903717,False
403,1,0,0.009336471557617188,Human,0.9906635284423828,False
404,1,1,0.8384280204772949,ChatGPT,0.8384280204772949,True
405,1,0,0.00028961896896362305,Human,0.9997103810310364,False
406,1,0,0.003645658493041992,Human,0.996354341506958,False
407,1,0,0.14647901058197021,Human,0.8535209894180298,False
408,1,0,0.012488961219787598,Human,0.9875110387802124,False
409,1,0,0.04940372705459595,Human,0.950596272945404,False
410,1,1,0.7663938999176025,ChatGPT,0.7663938999176025,True
411,1,0,0.02303081750869751,Human,0.9769691824913025,False
412,1,0,0.0008312463760375977,Human,0.9991687536239624,False
413,1,0,0.052625954151153564,Human,0.9473740458488464,False
414,1,0,0.0017224550247192383,Human,0.9982775449752808,False
415,1,0,0.0010724663734436035,Human,0.9989275336265564,False
416,1,0,0.007437288761138916,Human,0.9925627112388611,False
417,1,0,0.0007466673851013184,Human,0.9992533326148987,False
418,1,0,0.0003046989440917969,Human,0.9996953010559082,False
419,1,1,0.8015285134315491,ChatGPT,0.8015285134315491,True
420,1,0,0.2667441964149475,Human,0.7332558035850525,False
421,1,0,0.32283133268356323,Human,0.6771686673164368,False
422,1,0,0.06575357913970947,Human,0.9342464208602905,False
423,1,0,0.014954626560211182,Human,0.9850453734397888,False
424,1,0,0.018476545810699463,Human,0.9815234541893005,False
425,1,0,0.0004583597183227539,Human,0.9995416402816772,False
426,1,0,0.007875144481658936,Human,0.9921248555183411,False
427,1,0,0.01630115509033203,Human,0.983698844909668,False
428,1,1,0.7685635685920715,ChatGPT,0.7685635685920715,True
429,1,0,0.015279531478881836,Human,0.9847204685211182,False
430,1,0,0.01773202419281006,Human,0.9822679758071899,False
431,1,0,0.0004432797431945801,Human,0.9995567202568054,False
432,1,0,0.010007321834564209,Human,0.9899926781654358,False
433,1,0,0.020412981510162354,Human,0.9795870184898376,False
434,1,1,0.5128357410430908,ChatGPT,0.5128357410430908,True
435,1,0,0.15675193071365356,Human,0.8432480692863464,False
436,1,0,0.002597630023956299,Human,0.9974023699760437,False
437,1,0,0.007263898849487305,Human,0.9927361011505127,False
438,1,0,0.0003141164779663086,Human,0.9996858835220337,False
439,1,0,0.0031513571739196777,Human,0.9968486428260803,False
440,1,0,0.006164133548736572,Human,0.9938358664512634,False
441,1,0,0.0009751319885253906,Human,0.9990248680114746,False
442,1,0,0.014729738235473633,Human,0.9852702617645264,False
443,1,0,0.000675201416015625,Human,0.9993247985839844,False
444,1,1,0.7304250001907349,ChatGPT,0.7304250001907349,True
445,1,0,0.2699076533317566,Human,0.7300923466682434,False
446,1,0,0.0601658821105957,Human,0.9398341178894043,False
447,1,1,0.9615745544433594,ChatGPT,0.9615745544433594,True
448,1,0,0.05269002914428711,Human,0.9473099708557129,False
449,1,0,0.0007611513137817383,Human,0.9992388486862183,False
450,1,0,0.14221614599227905,Human,0.857783854007721,False
451,1,0,0.14936399459838867,Human,0.8506360054016113,False
452,1,0,0.06650274991989136,Human,0.9334972500801086,False
453,1,0,0.019400477409362793,Human,0.9805995225906372,False
